rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1749510507177766489,,10602,,1748040120,599621295,'',1,2531,,0.0,0.0,2.0,,0.48,-0.88,0.0,,0.0,0.0,0.0,-1.0681414604187012,0.0
1749510507197519250,,10603,,1748040120,609597206,'',1,2531,,0.0,0.0,2.0,,0.47,-0.88,0.0,,0.0,0.0,0.0,-1.0789625644683838,0.0
1749510507217928444,,10604,,1748040120,619710206,'',1,2531,,0.0,0.0,2.0,,0.46,-0.89,0.0,,0.0,0.0,0.0,-1.0896090269088745,0.0
1749510507240582208,,10605,,1748040120,629654645,'',1,2531,,0.0,0.0,2.0,,0.45,-0.89,0.0,,0.0,0.0,0.0,-1.1002556085586548,0.0
1749510507257250922,,10606,,1748040120,639661073,'',1,2531,,0.0,0.0,2.0,,0.44,-0.9,0.0,,0.0,0.0,0.0,-1.1107275485992432,0.0
1749510507277450448,,10607,,1748040120,649559974,'',1,2531,,0.0,0.0,2.0,,0.43,-0.9,0.0,,0.0,0.0,0.0,-1.1211994886398315,0.0
1749510507299227423,,10608,,1748040120,659832477,'',1,2531,,0.0,0.0,2.0,,0.43,-0.91,0.0,,0.0,0.0,0.0,-1.1314969062805176,0.0
1749510507316893891,,10609,,1748040120,669598102,'',1,2531,,0.0,0.0,2.0,,0.42,-0.91,0.0,,0.0,0.0,0.0,-1.1416199207305908,0.0
1749510507337953175,,10610,,1748040120,679628133,'',1,2531,,0.0,0.0,2.0,,0.41,-0.91,0.0,,0.0,0.0,0.0,-1.1517428159713745,0.0
1749510507357968991,,10611,,1748040120,689609766,'',1,2531,,0.0,0.0,2.0,,0.4,-0.92,0.0,,0.0,0.0,0.0,-1.1618657112121582,0.0
1749510507377632364,,10612,,1748040120,699635028,'',1,2531,,0.0,0.0,2.0,,0.39,-0.92,0.0,,0.0,0.0,0.0,-1.1716395616531372,0.0
1749510507397529820,,10613,,1748040120,709620237,'',1,2531,,0.0,0.0,2.0,,0.38,-0.93,0.0,,0.0,0.0,0.0,-1.1815879344940186,0.0
1749510507418086154,,10614,,1748040120,719709157,'',1,2531,,0.0,0.0,2.0,,0.37,-0.93,0.0,,0.0,0.0,0.0,-1.1911872625350952,0.0
